,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
17518,25,61000,RENT,9.0,MEDICAL,A,6000,,0,0.1,N,3
17522,22,40000,RENT,2.0,DEBTCONSOLIDATION,A,4000,,0,0.1,N,3
17527,23,25800,RENT,2.0,PERSONAL,C,6000,,0,0.23,Y,4
17528,24,90000,RENT,8.0,PERSONAL,B,10000,,0,0.11,N,4
17530,26,59000,RENT,3.0,EDUCATION,C,20000,,1,0.34,N,2
17544,22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5250,,0,0.15,N,2
17549,22,60000,RENT,0.0,EDUCATION,A,6025,,0,0.1,N,4
17570,21,12000,RENT,0.0,PERSONAL,C,2200,,1,0.18,N,4
17571,23,57600,MORTGAGE,0.0,EDUCATION,B,1000,,0,0.02,N,2
17576,22,33300,RENT,0.0,MEDICAL,B,13250,,1,0.4,N,3
17596,26,59000,RENT,3.0,MEDICAL,D,12000,,1,0.2,N,4
17622,24,62000,MORTGAGE,7.0,PERSONAL,A,6200,,0,0.1,N,2
17642,21,20000,RENT,0.0,MEDICAL,A,2000,,0,0.1,N,3
17684,22,41604,OWN,1.0,EDUCATION,B,14400,,0,0.35,N,4
17688,23,78000,RENT,7.0,MEDICAL,B,20000,,0,0.26,N,4
17692,23,33359,RENT,2.0,MEDICAL,A,9000,,1,0.27,N,4
17718,24,30000,RENT,6.0,PERSONAL,E,7750,,0,0.26,N,4
17739,23,108000,RENT,7.0,DEBTCONSOLIDATION,B,10000,,1,0.09,N,3
17757,21,35324,RENT,4.0,EDUCATION,B,6000,,0,0.17,N,4
17770,25,93000,RENT,3.0,HOMEIMPROVEMENT,B,12000,,0,0.13,N,3
17785,22,41000,RENT,6.0,VENTURE,A,5000,,0,0.12,N,2
17801,25,52000,MORTGAGE,8.0,EDUCATION,C,3900,,0,0.07,Y,4
17813,23,75000,RENT,4.0,PERSONAL,B,5000,,0,0.07,N,4
17815,24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,,0,0.04,N,4
17823,22,19200,RENT,0.0,DEBTCONSOLIDATION,E,3000,,1,0.16,Y,2
17853,34,156000,RENT,4.0,EDUCATION,A,35000,,0,0.22,N,5
17870,28,350000,RENT,1.0,DEBTCONSOLIDATION,B,20000,,0,0.06,N,9
17883,29,74000,RENT,2.0,DEBTCONSOLIDATION,D,30750,,1,0.42,N,6
17904,31,284400,MORTGAGE,,VENTURE,B,5000,,0,0.02,N,9
17944,28,240000,MORTGAGE,3.0,VENTURE,D,8400,,0,0.04,N,8
17950,29,110000,RENT,9.0,DEBTCONSOLIDATION,B,25600,,0,0.23,N,5
17954,32,230000,RENT,16.0,HOMEIMPROVEMENT,A,35000,,0,0.15,N,9
17964,29,225000,OWN,11.0,PERSONAL,B,24250,,0,0.11,N,7
17966,27,225000,MORTGAGE,1.0,VENTURE,B,14000,,0,0.06,N,7
17979,30,198000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,15000,,1,0.08,Y,9
17992,31,201996,MORTGAGE,11.0,EDUCATION,C,20000,,0,0.1,N,10
18005,27,60000,RENT,11.0,VENTURE,B,25000,,1,0.42,N,8
18013,30,65000,RENT,15.0,HOMEIMPROVEMENT,B,25000,,1,0.38,N,5
18044,28,192000,MORTGAGE,8.0,MEDICAL,B,20000,,0,0.1,N,9
18049,29,190000,MORTGAGE,3.0,EDUCATION,B,14000,,0,0.07,N,6
18054,28,190000,MORTGAGE,7.0,EDUCATION,B,25000,,0,0.13,N,8
18056,31,190000,MORTGAGE,15.0,MEDICAL,C,24000,,0,0.13,N,10
18064,30,78000,RENT,4.0,HOMEIMPROVEMENT,D,25000,,1,0.32,Y,9
18073,27,185232,MORTGAGE,10.0,PERSONAL,A,35000,,0,0.19,N,8
18076,32,80000,RENT,2.0,VENTURE,B,25000,,1,0.31,N,8
18104,31,168000,RENT,1.0,VENTURE,E,20000,,1,0.12,Y,7
18112,28,78000,RENT,0.0,PERSONAL,D,25000,,1,0.32,Y,5
18116,30,96000,RENT,3.0,PERSONAL,B,25000,,0,0.26,N,6
18123,27,96000,RENT,11.0,HOMEIMPROVEMENT,E,25000,,0,0.26,N,6
18135,28,175000,RENT,4.0,VENTURE,B,24500,,0,0.14,N,8
18138,28,174000,MORTGAGE,2.0,PERSONAL,D,12000,,0,0.07,N,10
18146,34,158000,MORTGAGE,2.0,VENTURE,C,12000,,1,0.08,N,8
18154,33,15600,OWN,1.0,VENTURE,A,5900,,1,0.38,N,7
18186,27,16000,OTHER,1.0,DEBTCONSOLIDATION,D,5750,,1,0.36,Y,8
18206,32,160000,MORTGAGE,2.0,MEDICAL,B,3200,,0,0.02,N,5
18208,29,160000,MORTGAGE,8.0,EDUCATION,A,7000,,0,0.04,N,8
18225,30,144600,RENT,14.0,VENTURE,B,24250,,0,0.17,N,6
18228,30,17280,MORTGAGE,0.0,PERSONAL,C,2000,,0,0.12,N,7
18237,27,17795,OWN,4.0,MEDICAL,A,2650,,0,0.15,N,8
18244,30,18000,MORTGAGE,6.0,MEDICAL,B,2200,,1,0.12,N,6
18249,28,85000,RENT,7.0,MEDICAL,B,24000,,0,0.28,N,10
18258,29,125000,RENT,3.0,VENTURE,E,24000,,0,0.19,Y,5
18263,28,206000,RENT,2.0,EDUCATION,C,24000,,0,0.12,Y,5
18278,34,69600,RENT,10.0,VENTURE,A,22650,,1,0.33,N,6
18280,34,39000,RENT,0.0,HOMEIMPROVEMENT,C,22400,,1,0.57,Y,9
18293,29,19200,OWN,7.0,VENTURE,A,6000,,1,0.31,N,5
18301,33,47580,RENT,12.0,PERSONAL,B,21000,,1,0.44,N,8
18306,28,71250,RENT,2.0,PERSONAL,F,21000,,1,0.29,Y,9
18312,28,100511,RENT,1.0,DEBTCONSOLIDATION,D,21000,,1,0.21,Y,5
18327,32,36500,RENT,2.0,DEBTCONSOLIDATION,E,20000,,1,0.55,Y,8
18334,27,50004,RENT,5.0,DEBTCONSOLIDATION,B,20000,,1,0.4,N,9
18335,28,20000,OWN,0.0,MEDICAL,E,10000,,1,0.5,N,7
18337,29,51996,RENT,13.0,VENTURE,D,20000,,1,0.38,Y,5
18371,27,65000,RENT,11.0,VENTURE,B,20000,,1,0.31,N,5
18381,34,67500,RENT,2.0,VENTURE,B,20000,,0,0.3,N,5
18383,34,70000,RENT,1.0,PERSONAL,B,20000,,0,0.29,N,9
18384,27,70000,RENT,3.0,MEDICAL,C,20000,,0,0.29,N,5
18388,34,72000,RENT,6.0,DEBTCONSOLIDATION,B,20000,,0,0.28,N,6
18399,27,75000,RENT,1.0,HOMEIMPROVEMENT,B,20000,,0,0.27,N,6
18457,33,100000,RENT,4.0,PERSONAL,C,20000,,0,0.2,N,7
18475,28,89250,RENT,0.0,MEDICAL,E,20000,,1,0.19,N,8
18481,35,113000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,1,0.18,N,7
18482,32,129000,RENT,0.0,MEDICAL,B,20000,,0,0.16,N,10
18494,34,148000,RENT,0.0,HOMEIMPROVEMENT,B,20000,,1,0.14,N,6
18499,29,53313,RENT,13.0,MEDICAL,B,19850,,1,0.37,N,7
18500,34,23000,OWN,2.0,PERSONAL,A,2500,,0,0.11,N,7
18502,33,18000,RENT,0.0,DEBTCONSOLIDATION,A,500,,0,0.03,N,6
18505,30,23000,RENT,1.0,MEDICAL,B,950,,0,0.04,N,6
18506,31,10200,RENT,,MEDICAL,D,1000,,1,0.1,Y,10
18526,29,83700,RENT,3.0,PERSONAL,C,19000,,0,0.23,N,10
18539,27,24000,OWN,1.0,EDUCATION,C,6000,,0,0.25,N,7
18542,31,121000,RENT,15.0,HOMEIMPROVEMENT,D,18400,,0,0.15,Y,10
18545,30,24000,OWN,11.0,VENTURE,A,6000,,0,0.25,N,9
18553,34,45996,RENT,4.0,DEBTCONSOLIDATION,A,18000,,1,0.39,N,9
18564,29,56964,RENT,12.0,DEBTCONSOLIDATION,A,18000,,1,0.32,N,8
18589,27,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9200,,0,0.38,N,9
18592,29,24000,MORTGAGE,7.0,MEDICAL,A,10000,,0,0.42,N,6
18598,32,100000,RENT,2.0,PERSONAL,A,18000,,0,0.18,N,5
18609,33,140000,RENT,2.0,DEBTCONSOLIDATION,C,18000,,0,0.13,N,9
18613,27,24000,MORTGAGE,1.0,VENTURE,C,11000,,0,0.46,Y,6
18625,28,44000,RENT,3.0,EDUCATION,E,17500,,1,0.4,N,10
18629,27,24570,MORTGAGE,2.0,PERSONAL,C,8500,,0,0.35,Y,8
18650,30,55000,RENT,6.0,EDUCATION,B,17000,,1,0.31,N,9
18651,27,60000,RENT,11.0,MEDICAL,C,17000,,0,0.28,N,10
18670,29,91000,RENT,10.0,MEDICAL,B,16800,,0,0.18,N,5
18676,31,25000,OWN,5.0,VENTURE,C,4500,,0,0.18,Y,8
18682,27,25000,OWN,4.0,PERSONAL,A,4000,,0,0.16,N,9
18683,35,57721,RENT,3.0,DEBTCONSOLIDATION,B,16500,,0,0.29,N,6
18708,29,44000,RENT,14.0,DEBTCONSOLIDATION,B,16000,,1,0.36,N,9
18719,27,50000,RENT,3.0,MEDICAL,C,16000,,1,0.32,Y,5
18730,35,25380,MORTGAGE,3.0,DEBTCONSOLIDATION,D,5000,,1,0.2,N,10
18732,27,25440,MORTGAGE,5.0,EDUCATION,D,1200,,0,0.05,N,10
18770,30,30000,RENT,11.0,MEDICAL,B,1000,,1,0.03,N,10
18782,31,54000,RENT,15.0,MEDICAL,C,1000,,0,0.02,Y,7
18785,33,65000,RENT,4.0,VENTURE,A,1000,,0,0.02,N,9
18786,28,73000,RENT,3.0,HOMEIMPROVEMENT,C,1000,,0,0.01,N,7
18813,28,53000,RENT,12.0,MEDICAL,C,1200,,0,0.02,Y,8
18818,31,14400,RENT,0.0,EDUCATION,C,1250,,1,0.09,N,8
18835,31,54000,RENT,2.0,DEBTCONSOLIDATION,A,1400,,0,0.03,N,8
18838,31,78411,RENT,9.0,DEBTCONSOLIDATION,A,1400,,0,0.02,N,6
18840,29,17000,RENT,0.0,EDUCATION,C,1450,,0,0.09,N,6
18841,27,24000,RENT,2.0,MEDICAL,A,1450,,0,0.06,N,9
18843,31,36000,RENT,12.0,VENTURE,B,1450,,0,0.04,N,7
18846,30,27996,RENT,9.0,MEDICAL,C,1500,,0,0.05,Y,8
18851,27,30000,RENT,0.0,EDUCATION,C,1500,,0,0.05,N,6
18870,32,43625,RENT,2.0,EDUCATION,B,1500,,0,0.03,N,6
18897,28,40000,RENT,1.0,MEDICAL,C,1700,,0,0.04,N,9
18901,30,28800,MORTGAGE,6.0,PERSONAL,C,6250,,0,0.22,N,9
18912,28,53544,RENT,12.0,HOMEIMPROVEMENT,C,1800,,0,0.03,Y,7
18918,27,18600,RENT,4.0,MEDICAL,B,1850,,0,0.1,N,8
18937,30,29004,OWN,6.0,HOMEIMPROVEMENT,C,6250,,0,0.22,N,8
18941,27,29120,OWN,0.0,VENTURE,A,4000,,0,0.14,N,7
18960,28,30000,MORTGAGE,5.0,VENTURE,A,15000,,0,0.5,N,9
18971,29,106800,RENT,0.0,DEBTCONSOLIDATION,A,15000,,0,0.14,N,6
18975,31,30000,MORTGAGE,,EDUCATION,B,1200,,0,0.04,N,8
18980,33,30000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,4000,,0,0.13,Y,7
18990,27,130000,RENT,0.0,MEDICAL,A,15000,,0,0.12,N,7
18998,31,150000,RENT,1.0,HOMEIMPROVEMENT,B,15000,,0,0.1,N,10
19005,33,30000,MORTGAGE,1.0,MEDICAL,A,5000,,0,0.17,N,9
19011,30,42000,RENT,4.0,DEBTCONSOLIDATION,B,14750,,1,0.35,N,7
19020,30,33000,RENT,2.0,VENTURE,B,2000,,0,0.06,N,8
19030,33,57500,RENT,2.0,DEBTCONSOLIDATION,B,2000,,0,0.03,N,5
19033,28,60000,RENT,3.0,EDUCATION,B,2000,,0,0.03,N,6
19034,31,30000,MORTGAGE,,VENTURE,A,5000,,0,0.17,N,7
19036,29,30000,MORTGAGE,3.0,EDUCATION,B,4000,,0,0.13,N,6
19038,29,68500,RENT,4.0,DEBTCONSOLIDATION,A,2000,,0,0.03,N,9
19065,29,31632,RENT,2.0,PERSONAL,B,2100,,0,0.07,N,6
19068,27,39000,RENT,3.0,DEBTCONSOLIDATION,B,2100,,0,0.05,N,6
19069,32,51996,RENT,6.0,MEDICAL,C,2100,,0,0.04,Y,7
19078,28,33600,RENT,9.0,EDUCATION,C,14000,,1,0.42,Y,5
19095,35,40000,RENT,2.0,MEDICAL,B,2200,,0,0.06,N,10
19097,27,39500,RENT,0.0,MEDICAL,D,2200,,1,0.06,Y,8
19109,27,48000,RENT,5.0,DEBTCONSOLIDATION,B,2250,,0,0.05,N,7
19117,34,30000,MORTGAGE,6.0,MEDICAL,B,4650,,0,0.15,N,8
19120,31,12252,RENT,15.0,PERSONAL,C,2400,,1,0.2,Y,10
19129,30,30000,MORTGAGE,3.0,VENTURE,A,5000,,0,0.17,N,10
19136,27,30000,OWN,4.0,VENTURE,B,5000,,0,0.17,N,5
19142,27,35000,RENT,2.0,VENTURE,B,2400,,0,0.07,N,9
19151,31,39996,RENT,4.0,MEDICAL,B,2400,,0,0.06,N,9
19163,29,45000,RENT,5.0,MEDICAL,C,2400,,0,0.05,N,6
19168,34,50000,RENT,0.0,VENTURE,A,2400,,0,0.05,N,9
19180,27,77700,RENT,5.0,MEDICAL,C,2400,,0,0.03,Y,5
19205,30,32040,RENT,,EDUCATION,C,13275,,1,0.41,N,5
19218,34,40000,RENT,2.0,VENTURE,C,13200,,1,0.33,Y,6
19228,32,31000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,13000,,1,0.42,N,8
19264,27,25800,RENT,11.0,EDUCATION,C,2500,,0,0.1,Y,5
19271,34,31500,MORTGAGE,16.0,PERSONAL,B,6000,,0,0.19,N,8
19309,30,57000,RENT,1.0,MEDICAL,C,2500,,0,0.04,N,9
19329,32,119004,RENT,0.0,HOMEIMPROVEMENT,A,2500,,0,0.02,N,10
19337,27,32000,OTHER,10.0,EDUCATION,C,15000,,1,0.47,N,7
19345,28,10000,RENT,12.0,EDUCATION,B,3000,,1,0.3,N,8
19347,35,14400,RENT,1.0,HOMEIMPROVEMENT,B,3000,,1,0.21,N,7
19353,29,32400,MORTGAGE,2.0,MEDICAL,B,10625,,0,0.33,N,5
19354,30,32400,MORTGAGE,13.0,VENTURE,B,6500,,0,0.2,N,5
19372,28,20000,RENT,3.0,VENTURE,C,3000,,0,0.15,Y,6
19376,31,32904,MORTGAGE,15.0,VENTURE,C,3000,,0,0.09,N,5
19377,34,22668,RENT,,VENTURE,B,3000,,0,0.13,N,5
19392,29,31200,RENT,0.0,PERSONAL,C,3000,,0,0.1,Y,6
19393,31,31400,RENT,7.0,PERSONAL,C,3000,,1,0.1,N,10
19404,27,35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,,0,0.09,N,8
19406,29,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,,1,0.1,Y,6
19452,27,33600,MORTGAGE,,MEDICAL,A,8000,,0,0.24,N,10
19481,31,48605,RENT,0.0,VENTURE,B,12000,,0,0.25,N,10
19487,33,33996,MORTGAGE,4.0,PERSONAL,A,10000,,0,0.29,N,10
19508,28,52000,RENT,12.0,EDUCATION,B,12000,,0,0.23,N,8
19515,29,53000,RENT,6.0,DEBTCONSOLIDATION,C,12000,,0,0.23,N,8
19532,27,55000,RENT,4.0,PERSONAL,C,12000,,0,0.22,N,6
19537,27,56000,RENT,3.0,MEDICAL,A,12000,,0,0.21,N,8
19542,27,34400,MORTGAGE,,VENTURE,C,7500,,0,0.22,Y,9
19543,28,51200,RENT,12.0,DEBTCONSOLIDATION,B,12000,,1,0.23,N,7
19546,30,58800,RENT,0.0,DEBTCONSOLIDATION,A,12000,,0,0.2,N,10
19559,28,49000,RENT,0.0,DEBTCONSOLIDATION,F,3000,,1,0.06,Y,5
19566,28,53100,RENT,4.0,MEDICAL,D,3000,,1,0.06,N,9
19571,28,35000,OWN,2.0,VENTURE,B,15000,,0,0.43,N,7
19582,31,63372,RENT,7.0,PERSONAL,B,3000,,0,0.05,N,7
19605,29,76000,RENT,2.0,DEBTCONSOLIDATION,A,3000,,0,0.04,N,5
19614,33,93000,RENT,1.0,DEBTCONSOLIDATION,A,3000,,0,0.03,N,7
19619,33,35000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,,0,0.17,N,9
19621,32,105000,RENT,3.0,HOMEIMPROVEMENT,C,3000,,0,0.03,N,10
19622,32,105000,RENT,15.0,DEBTCONSOLIDATION,B,3000,,0,0.03,N,5
19633,32,90000,RENT,0.0,VENTURE,C,3025,,0,0.03,Y,5
19645,31,35000,MORTGAGE,13.0,MEDICAL,A,2000,,0,0.06,N,6
19646,32,12000,RENT,2.0,MEDICAL,B,3200,,1,0.27,N,7
19676,29,56000,RENT,0.0,PERSONAL,B,3200,,0,0.06,N,7
19682,28,29000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5600,,1,0.19,N,5
19693,27,20000,RENT,4.0,VENTURE,C,3250,,1,0.16,N,5
19704,28,57600,RENT,1.0,PERSONAL,B,3300,,0,0.06,N,8
19711,32,32004,RENT,1.0,VENTURE,D,3400,,1,0.11,Y,5
19718,28,35328,MORTGAGE,12.0,DEBTCONSOLIDATION,A,13000,,0,0.37,N,9
19753,30,36000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,6000,,0,0.17,N,6
19768,32,50000,RENT,3.0,PERSONAL,A,3500,,0,0.07,N,6
19781,28,60000,RENT,0.0,HOMEIMPROVEMENT,C,3500,,0,0.06,Y,10
19788,32,59000,RENT,6.0,EDUCATION,B,3500,,1,0.06,N,9
19812,27,36000,MORTGAGE,5.0,PERSONAL,A,5000,,0,0.14,N,10
19829,29,36000,MORTGAGE,2.0,PERSONAL,D,20000,,0,0.56,N,6
19831,27,36200,RENT,2.0,DEBTCONSOLIDATION,B,3600,,0,0.1,N,10
19847,27,39000,RENT,3.0,PERSONAL,B,11000,,0,0.28,N,7
19865,27,49000,RENT,0.0,MEDICAL,B,11000,,0,0.22,N,10
19876,31,55000,RENT,6.0,VENTURE,D,11000,,0,0.2,Y,9
19880,30,62304,RENT,3.0,EDUCATION,D,11000,,0,0.18,N,9
19889,35,82863,RENT,14.0,VENTURE,A,11000,,0,0.13,N,6
19897,27,104000,RENT,8.0,DEBTCONSOLIDATION,B,11000,,0,0.11,N,8
19904,33,36500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,,0,0.23,N,6
19922,28,135000,RENT,8.0,MEDICAL,B,10800,,0,0.08,N,7
19945,35,39000,RENT,5.0,PERSONAL,B,10625,,0,0.27,N,9
19949,33,35000,RENT,12.0,MEDICAL,A,10550,,0,0.3,N,10
19988,28,50000,RENT,4.0,EDUCATION,C,10225,,0,0.2,Y,7
20003,34,37500,MORTGAGE,14.0,MEDICAL,B,12000,,0,0.32,N,7
20021,34,31800,MORTGAGE,,PERSONAL,A,1700,,1,0.05,N,9
20025,33,102000,RENT,2.0,MEDICAL,D,3600,,1,0.03,Y,6
20038,35,62217,RENT,15.0,EDUCATION,A,3700,,0,0.06,N,8
20040,27,70000,RENT,4.0,HOMEIMPROVEMENT,B,3700,,1,0.05,N,5
20043,30,38000,OWN,14.0,MEDICAL,B,12600,,0,0.33,N,8
20048,28,38000,MORTGAGE,6.0,VENTURE,B,10200,,0,0.27,N,10
20062,31,37584,RENT,0.0,EDUCATION,B,3900,,0,0.1,N,8
20099,29,38000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,2450,,0,0.06,Y,6
20106,32,22800,RENT,1.0,DEBTCONSOLIDATION,B,4000,,0,0.18,N,8
20116,30,38220,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9775,,0,0.26,N,10
20127,29,38400,OWN,4.0,VENTURE,B,10000,,0,0.26,N,8
20131,31,38400,OWN,,EDUCATION,D,11000,,0,0.29,Y,8
20134,35,38400,MORTGAGE,0.0,EDUCATION,A,5000,,0,0.13,N,9
20148,28,38400,MORTGAGE,0.0,MEDICAL,A,10000,,0,0.26,N,6
20174,27,36000,RENT,1.0,MEDICAL,C,4000,,0,0.11,N,10
20190,29,39996,RENT,0.0,PERSONAL,C,4000,,0,0.1,N,9
20197,33,40000,RENT,4.0,VENTURE,B,4000,,0,0.1,N,7
20202,31,40860,RENT,0.0,VENTURE,A,4000,,0,0.1,N,7
20222,30,48000,RENT,7.0,PERSONAL,A,4000,,0,0.08,N,5
20229,28,48000,RENT,2.0,DEBTCONSOLIDATION,A,4000,,0,0.08,N,7
20248,28,33996,MORTGAGE,5.0,PERSONAL,A,12000,,1,0.35,N,8
20270,29,33996,OTHER,0.0,DEBTCONSOLIDATION,E,9000,,1,0.26,Y,9
20274,33,57700,RENT,17.0,HOMEIMPROVEMENT,C,4000,,1,0.07,Y,7
20308,29,100000,RENT,7.0,HOMEIMPROVEMENT,B,4000,,0,0.04,N,7
20321,30,34000,MORTGAGE,8.0,PERSONAL,A,12000,,1,0.35,N,10
20323,31,26400,RENT,7.0,PERSONAL,B,4200,,0,0.16,N,9
20325,31,40000,OWN,2.0,EDUCATION,B,2200,,0,0.06,N,7
20328,29,70000,RENT,2.0,PERSONAL,A,4350,,0,0.06,N,8
20332,35,130000,RENT,6.0,VENTURE,B,4375,,0,0.03,N,7
20340,32,52256,RENT,13.0,PERSONAL,B,4400,,0,0.08,N,5
20353,28,40000,MORTGAGE,2.0,VENTURE,B,5000,,0,0.13,N,10
20371,34,33000,RENT,5.0,DEBTCONSOLIDATION,A,4500,,0,0.14,N,9
20384,29,41700,RENT,0.0,EDUCATION,A,4500,,0,0.11,N,6
20407,28,54000,RENT,0.0,EDUCATION,C,4500,,1,0.08,Y,8
20418,27,34000,RENT,9.0,PERSONAL,D,4600,,0,0.14,Y,6
20429,33,40000,MORTGAGE,4.0,PERSONAL,A,12000,,0,0.3,N,5
20449,28,19200,RENT,4.0,VENTURE,C,4800,,1,0.25,N,6
20450,28,20000,RENT,2.0,MEDICAL,A,4800,,0,0.24,N,8
20452,27,20400,RENT,,DEBTCONSOLIDATION,A,4800,,0,0.24,N,6
20464,27,40000,OTHER,0.0,MEDICAL,A,1200,,0,0.03,N,8
20483,27,40250,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5600,,0,0.14,N,7
20489,27,40000,RENT,0.0,DEBTCONSOLIDATION,A,4800,,0,0.12,N,8
20498,27,40700,MORTGAGE,8.0,EDUCATION,D,20400,,0,0.5,N,8
20513,34,50000,RENT,8.0,EDUCATION,B,4800,,0,0.1,N,10
20527,34,57000,RENT,7.0,DEBTCONSOLIDATION,C,4800,,1,0.08,Y,10
20530,29,64744,RENT,13.0,EDUCATION,B,4800,,0,0.07,N,6
20531,33,41000,MORTGAGE,6.0,MEDICAL,A,9000,,0,0.22,N,9
20552,31,41004,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,,0,0.1,N,5
20556,31,41053,MORTGAGE,1.0,PERSONAL,A,12000,,0,0.29,N,7
20564,31,100000,RENT,5.0,VENTURE,A,10000,,0,0.1,N,8
20617,28,42000,MORTGAGE,12.0,VENTURE,A,7300,,0,0.17,N,9
20635,28,21600,RENT,4.0,VENTURE,D,9750,,1,0.45,N,10
20639,29,64000,RENT,13.0,PERSONAL,C,4900,,0,0.08,Y,10
20644,29,27919,RENT,,VENTURE,B,5000,,0,0.18,N,10
20682,27,32400,RENT,7.0,MEDICAL,C,5000,,0,0.15,N,6
20684,32,32496,RENT,4.0,EDUCATION,D,5000,,0,0.15,N,6
20707,29,35000,RENT,1.0,MEDICAL,A,5000,,0,0.14,N,9
20722,29,36000,RENT,0.0,MEDICAL,C,5000,,0,0.14,Y,5
20727,29,42000,MORTGAGE,0.0,VENTURE,A,7500,,0,0.18,N,9
20734,28,36000,MORTGAGE,5.0,MEDICAL,E,15450,,1,0.43,N,8
20743,29,32000,RENT,1.0,HOMEIMPROVEMENT,D,5000,,1,0.16,N,10
20750,28,38400,RENT,3.0,EDUCATION,C,5000,,0,0.13,N,5
20778,34,42000,RENT,17.0,VENTURE,B,5000,,0,0.12,N,5
20784,30,42000,RENT,2.0,MEDICAL,B,5000,,0,0.12,N,7
20786,29,42000,RENT,1.0,PERSONAL,A,5000,,0,0.12,N,6
20818,30,46044,RENT,4.0,MEDICAL,B,5000,,0,0.11,N,9
20848,27,43500,MORTGAGE,0.0,MEDICAL,B,1200,,0,0.03,N,5
20858,29,43958,MORTGAGE,3.0,VENTURE,A,7000,,0,0.16,N,8
20867,28,54989,RENT,1.0,HOMEIMPROVEMENT,B,9000,,1,0.16,N,8
20869,29,62000,RENT,13.0,EDUCATION,C,9000,,0,0.15,N,9
20889,33,44000,MORTGAGE,5.0,PERSONAL,B,5500,,0,0.13,N,9
20890,29,64000,RENT,3.0,DEBTCONSOLIDATION,D,9000,,1,0.14,Y,6
20907,28,84800,RENT,4.0,DEBTCONSOLIDATION,B,9000,,0,0.11,N,7
20916,33,44136,MORTGAGE,2.0,EDUCATION,A,5000,,0,0.11,N,8
20923,27,112440,RENT,9.0,DEBTCONSOLIDATION,A,9000,,0,0.08,N,7
20925,29,44400,MORTGAGE,,PERSONAL,A,5000,,0,0.11,N,7
20934,32,49500,RENT,2.0,MEDICAL,B,8900,,0,0.18,N,7
20939,33,44500,OWN,6.0,EDUCATION,B,20000,,0,0.45,N,6
20989,28,51996,RENT,1.0,PERSONAL,C,5000,,0,0.1,N,6
20992,28,45000,MORTGAGE,0.0,VENTURE,B,3675,,0,0.08,N,6
20996,27,23000,RENT,0.0,VENTURE,A,8500,,1,0.37,N,7
21038,30,57600,RENT,5.0,PERSONAL,A,8500,,0,0.15,N,5
21042,28,45000,MORTGAGE,0.0,EDUCATION,A,3600,,0,0.08,N,8
21043,28,76000,RENT,2.0,MEDICAL,B,8500,,0,0.11,N,5
21044,32,32423,RENT,10.0,HOMEIMPROVEMENT,B,8475,,1,0.26,N,6
21069,31,54996,RENT,6.0,PERSONAL,A,5000,,0,0.09,N,10
21086,27,57500,RENT,0.0,MEDICAL,A,5000,,0,0.09,N,6
21102,30,60000,RENT,8.0,MEDICAL,A,5000,,0,0.08,N,8
21108,30,60000,RENT,1.0,DEBTCONSOLIDATION,B,5000,,0,0.08,N,7
21114,27,62000,RENT,7.0,DEBTCONSOLIDATION,A,5000,,0,0.08,N,5
21123,35,45000,MORTGAGE,2.0,VENTURE,A,1000,,0,0.02,N,10
21126,27,45000,MORTGAGE,1.0,VENTURE,A,4000,,0,0.09,N,7
21134,29,39000,MORTGAGE,13.0,PERSONAL,D,10000,,1,0.26,N,5
21150,29,70000,RENT,4.0,EDUCATION,E,5000,,0,0.07,N,6
21168,34,80000,RENT,4.0,VENTURE,A,5000,,0,0.06,N,9
21169,32,80000,RENT,0.0,DEBTCONSOLIDATION,C,5000,,0,0.06,N,6
21173,27,45336,MORTGAGE,12.0,MEDICAL,B,4800,,0,0.11,N,8
21183,28,45500,OWN,1.0,MEDICAL,A,8400,,0,0.18,N,5
21193,31,86000,RENT,2.0,DEBTCONSOLIDATION,A,5000,,0,0.06,N,8
21203,29,45600,MORTGAGE,3.0,EDUCATION,C,4750,,0,0.1,N,9
21206,30,92001,RENT,3.0,VENTURE,A,5000,,0,0.05,N,6
21216,27,45760,OWN,6.0,MEDICAL,B,14000,,0,0.31,N,6
21217,27,45760,MORTGAGE,0.0,PERSONAL,A,9300,,0,0.2,N,10
21220,32,100000,RENT,3.0,HOMEIMPROVEMENT,C,5000,,0,0.05,N,6
